compound	BLK_1	PB_PM1	PB_PM10	PB_PM11	PB_PM12	PB_PM2	PB_PM3	PB_PM4	PB_PM5	PB_PM6	PB_PM7	PB_PM8	PB_PM9	PM1_D0	PM1_D10	PM1_D30	PM1_D50	PM10_D0	PM10_D10	PM10_D30	PM10_D50	PM11_D0	PM11_D10	PM11_D30	PM11_D50	PM12_D0	PM12_D10	PM2_D0	PM2_D10	PM2_D30	PM2_D50	PM3_D0	PM3_D10	PM3_D30	PM3_D50	PM4_D0	PM4_D10	PM4_D30	PM4_D50	PM5_D0	PM5_D10	PM5_D30	PM5_D50	PM6_D0	PM6_D10	PM6_D30	PM6_D50	PM7_D0	PM7_D10	PM7_D30	PM7_D50	PM8_D0	PM8_D10	PM8_D30	PM8_D50	PM9_D0	PM9_D10	PM9_D30	PM9_D50	QC2	QC3	QC4	QC5	QC6	QC7
ft185	307550	306315	NA	275465	231205	293671	288226	233708	286351	226934	369232	255231	283768	311783	492907	298952	203994	311266	385396	351809	346283	355754	277391	290437	295293	334958	321662	328301	302255	253816	323331	309140	265963	264576	342508	282168	269807	272892	248439	292397	300112	231570	306702	292336	292768	348394	273118	326857	352533	268652	337214	338457	188609	271017	337748	310836	346574	334695	349863	326329	325362	343452	305750	251075	286317
ft246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1008520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	364225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	174499	NA	NA	NA	NA	NA	NA
ft192	NA	481484	1047408	754114	686207	327355	1239630	711385	692415	742323	795718	743635	681571	1289294	1455962	NA	996679	284421	NA	NA	206118	359894	205555	NA	51487	NA	NA	3518489	1254734	463705	1373489	481984	502560	1079732	NA	467039	NA	295591	927829	443687	111915	104166	209212	133905	232874	NA	238565	243009	139714	140368	NA	472911	NA	177741	762905	205046	99225	106426	193918	NA	NA	569515	550281	460841	NA
ft227	42444	NA	NA	NA	NA	NA	8298	NA	NA	NA	NA	NA	NA	NA	36231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40693	33907	NA	NA	7039	NA	NA	NA	NA	33390	NA	NA	7402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft211	25416	52550	53296	35053	33420	50858	46930	43204	55307	44391	53188	58472	53293	41907	53032	30513	68503	NA	40843	36154	39696	38022	22993	36115	36055	15750	33294	52792	54049	48088	53397	32789	47438	46237	42188	45671	26754	47055	42965	31852	46354	38393	42329	44860	38318	45397	33892	43398	48798	43026	46995	51381	32168	34425	36331	36763	42169	42572	43612	35575	38018	37737	38952	32513	33178
ft194	40622	41769	42063	37194	48709	52259	31215	49760	41316	37678	51741	38863	38832	36456	40654	40568	22070	37066	40148	48736	38049	47437	33050	36023	48349	33724	39124	42265	51453	38949	37279	37256	33652	39390	60167	39758	NA	39651	47630	40556	NA	41198	37810	46449	38269	41469	56634	51136	18152	36383	44721	38480	NA	44346	40273	37827	41229	46715	43852	43255	49978	NA	42511	35497	40971
ft188	91102	60675	53367	72069	82630	80169	NA	49728	55020	62092	86327	46697	51504	73979	81702	83692	51044	85981	81617	112270	101326	81080	84975	96540	69507	91661	85053	66142	76795	66461	74566	84540	80282	73472	60737	59263	73031	82000	80187	87317	65503	62570	80140	82850	NA	87600	77039	94249	75443	72499	85665	91046	46935	86497	65798	88112	75462	76414	70667	82758	65085	NA	95164	69345	88499
ft207	28501	26110	32594	29494	27877	43827	24216	39931	35097	26649	29573	25501	27698	NA	37591	NA	14199	29223	31490	32079	38544	29891	25086	26970	31599	31178	36742	31766	NA	29673	19498	26075	29631	29522	29609	38509	27655	26188	25617	32050	34380	NA	28462	31180	30157	30901	NA	NA	32677	31376	31959	30397	NA	34185	26883	28003	35741	35086	33530	39903	NA	31766	29696	30785	31901
ft245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40234	NA	NA	NA	NA
ft189	NA	33805	20496	29383	28103	NA	23484	NA	29992	24034	NA	NA	13697	33212	28999	18469	25427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37445	28699	NA	NA	NA	NA	NA	NA	17831	NA	28338	22492	22562	22589	25755	NA	NA	23425	18314	31679	29307	21697	30190	23881	31838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft233	NA	NA	NA	NA	NA	NA	NA	17114	NA	102537	13673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9481	NA	NA	NA	NA	NA
ft183	NA	102399	131628	128532	63072	232894	222632	160474	336867	181026	122055	141841	197497	100823	171302	103900	39466	55578	39572	44207	42804	48213	48982	38139	43151	58487	55948	82088	66537	169655	115735	85077	33570	42779	42558	44116	NA	39895	46257	44596	65294	NA	83535	38427	46513	34657	35486	47539	33975	34183	36744	70921	NA	47665	43842	56831	73974	49572	30691	80496	83087	92441	82219	75231	91270
ft226	NA	NA	NA	NA	NA	NA	40633	25877	58945	23757	49763	28543	28338	51405	72594	16146	NA	39814	NA	16237	19997	NA	NA	22249	14014	20857	19434	48984	NA	51853	NA	21228	20858	21111	27450	27869	NA	NA	21304	28790	16791	8576	25888	14587	NA	NA	22978	21455	NA	NA	NA	41075	NA	NA	32205	18834	28942	NA	19106	NA	28288	NA	NA	NA	NA
ft234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53123	NA	21871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27244	34584	44901	NA	23241	NA	22621	30361	39741	NA	NA	17232	25818	NA	NA	27791	NA	NA	NA	NA	NA	NA	NA	32962	NA	NA	NA	NA	NA	NA	55305	19199	NA	NA	32132	NA	NA	NA
ft235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27846	NA	NA	NA	NA	NA	NA	NA	167573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28156	NA	NA	NA	18186	NA	21496	NA	NA	19841	NA	NA	NA	17841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19241	NA	18074	18831	15703	NA	18799	20527	23945	47560	24756	20398	24619	NA	NA	NA	NA	NA	22817	13291	NA	16116	27977	NA	NA	NA	27708	NA
ft231	NA	NA	39974	30378	27704	11598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4474	6799	NA	NA	NA	72710	7299	NA	7043
ft216	NA	NA	NA	NA	NA	NA	NA	46112	85503	NA	102121	76182	95281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	146232	NA	NA	NA	NA	NA	83253	37288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft193	39419	338673	56919	396040	374345	NA	480022	315440	486282	434894	514027	399999	421338	370023	511566	200556	426278	89988	23193	18349	44853	128864	42659	NA	28184	74617	47258	476691	261546	512450	NA	NA	75110	234911	230951	256708	NA	59837	214639	145673	41721	NA	88619	79157	36066	27693	120945	100947	65277	57503	107576	278508	NA	60471	445020	135869	NA	NA	33878	212209	NA	204178	262511	185795	257175
ft204	NA	NA	NA	NA	NA	NA	NA	NA	357500	52408	NA	NA	NA	NA	157230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft210	NA	418483	1424266	810006	641793	460196	1432471	169222	1180991	468380	NA	1097801	542698	426718	18072	114706	240238	NA	NA	NA	56021	NA	62366	59517	NA	48340	NA	878400	495500	NA	906289	185308	165013	172821	218178	181221	NA	195477	154327	85250	62934	59059	53776	77034	27744	86542	169054	504252	37231	87449	100440	186384	NA	37558	250877	47967	60463	78295	NA	132233	223166	69050	130292	83804	80915
ft223	86111	20838	NA	29461	NA	28831	30627	NA	31671	30813	21574	29786	25601	26101	NA	27119	NA	NA	19009	80077	NA	75789	NA	NA	79086	NA	78462	24244	30160	NA	NA	NA	NA	42711	38030	53784	16798	31454	32995	26487	11234	NA	59773	NA	6423	NA	NA	NA	36056	NA	NA	29961	NA	NA	51851	NA	21400	21538	79886	37207	16962	22664	NA	NA	11996
ft230	NA	13699	NA	NA	23060	NA	NA	10248	22020	NA	NA	NA	NA	10052	NA	NA	22626	NA	9108	NA	NA	NA	18778	19281	NA	NA	NA	NA	NA	NA	17246	NA	NA	NA	NA	NA	59938	NA	NA	NA	NA	17071	NA	NA	NA	38308	NA	20794	NA	21493	26256	NA	NA	NA	NA	31065	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft218	120658	78928	39096	NA	NA	NA	NA	NA	92905	24137	83772	NA	NA	NA	65863	31408	NA	28232	131868	44985	45341	35249	NA	36696	NA	NA	NA	76358	57189	NA	NA	26090	NA	NA	NA	NA	NA	20031	NA	5488	65201	NA	75756	NA	NA	47467	20931	62147	NA	NA	25301	NA	NA	NA	76023	NA	74941	117059	85971	37479	NA	NA	NA	NA	NA
ft241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47987	NA	NA	38230	NA	NA	NA	NA	NA	NA	NA	NA	NA	54668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45262	NA	NA	NA	NA	NA	NA	NA	NA	36172	NA	NA	NA	NA	NA
ft198	60621	23051	41614	57518	63365	64486	57939	68401	65522	65147	66633	64924	62895	55778	53226	62902	40836	45129	63596	59597	59424	62894	53557	44258	53698	57193	68642	66466	58658	70941	56122	44812	56810	56833	59810	48806	NA	59794	60639	63135	62342	52783	69082	64265	59583	65400	58944	66065	62166	55789	62863	74794	24596	54619	59638	60931	63915	62169	60545	59923	61915	69548	72045	52709	63789
ft243	NA	NA	NA	NA	NA	41435	NA	45685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft242	NA	NA	107094	NA	NA	NA	NA	NA	NA	NA	38067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft199	NA	43810	NA	NA	NA	23255	19856	19788	20032	NA	NA	NA	21721	40015	4675	NA	3612	40214	13017	NA	NA	NA	24165	NA	NA	NA	20564	34228	NA	6699	9835	42232	NA	41196	39457	5509	NA	15579	24878	9057	NA	34389	18392	39315	34341	NA	38133	NA	NA	36719	NA	22259	NA	NA	20756	NA	NA	14932	NA	NA	27977	NA	8185	30359	28692
ft181	176026	195899	202456	185025	194337	189248	174696	174208	217004	180410	217038	175117	183118	177764	196664	189084	109494	175354	186955	180474	207410	175262	166232	182949	166278	134939	NA	206800	208547	159686	181737	182627	185824	178087	198870	NA	NA	187410	186562	197809	194142	170234	201701	179332	185045	209840	179448	186394	200697	177271	189247	229158	NA	176764	194208	189309	208190	199401	171371	181232	198932	186697	185435	153966	179892
ft238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5150	NA	NA	NA	NA	NA
ft205	80377	80235	95578	NA	NA	85801	68186	76529	74066	73049	NA	NA	NA	87023	87562	88521	54123	96618	NA	NA	89874	94698	NA	79650	89273	99947	NA	95703	98771	85979	89111	80756	73892	82925	NA	97049	37192	90518	95737	89402	98922	79460	96345	NA	NA	NA	101203	99327	92122	79277	102278	101837	49955	88652	96584	NA	NA	97070	101612	NA	97685	102798	93937	83752	89794
ft220	NA	NA	NA	NA	80775	NA	57713	NA	59746	NA	86526	NA	NA	65683	NA	79870	NA	NA	100449	100711	NA	NA	NA	NA	NA	NA	87967	NA	NA	55157	NA	57625	NA	NA	104869	54739	95224	NA	NA	NA	NA	NA	NA	91184	77006	101954	NA	63514	NA	NA	NA	71372	NA	NA	84271	91258	105194	NA	NA	NA	NA	NA	NA	54029	NA
ft237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5474	NA	16152	NA	NA	4446	NA	NA	NA	2372	NA	NA	3731	5535	NA	NA	12593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26713	NA	NA	NA	NA	NA	NA	NA	NA	88821	NA	NA	NA	NA	3787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	69306	NA	67727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74357	NA	59411	NA	72756	NA	NA	NA	NA	NA	NA	74924	NA	NA	NA	NA	NA	NA	94461	NA	NA	NA	93032	NA	NA	NA
ft209	175320	NA	184072	63827	NA	170721	151171	162111	71239	NA	177756	142567	74019	NA	179468	187322	NA	195722	181443	189631	180948	188415	162400	160101	174733	172101	204775	NA	190514	175843	171250	NA	63217	NA	90783	NA	89224	182624	85073	198499	199723	167055	216119	196941	189608	214399	198160	204072	186659	177401	197510	201317	53257	178514	94013	190753	191464	193559	194292	188575	73269	207857	199463	163688	190180
ft225	NA	10959	NA	10093	5228	7763	10523	NA	11240	10336	NA	NA	11591	NA	9408	NA	7129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22879	NA	7267	NA	11442	NA	12470	7881	17479	NA	NA	9904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft206	46508	226691	313464	272978	250364	181576	299942	195091	259385	311170	307962	266939	334695	102435	337176	140188	49825	76077	55270	52683	53726	127485	42106	46636	48495	62700	48514	NA	143731	317723	NA	149675	51535	175663	NA	NA	66041	51219	152502	96963	42210	NA	59111	59274	34715	47088	77639	80372	50351	45134	92592	184762	NA	56500	320296	100750	48091	55764	54977	118706	NA	122713	129642	100429	NA
ft217	NA	NA	22170	33697	20080	26704	60654	28052	76398	14326	26795	32915	36411	446093	688851	1589420	39963	14097	NA	NA	NA	NA	NA	16376	NA	NA	NA	867868	421049	NA	702839	NA	88275	NA	25572	76106	NA	NA	NA	13997	NA	NA	NA	NA	NA	NA	NA	60930	NA	NA	NA	55346	NA	NA	73720	NA	NA	NA	NA	116714	177449	121374	161679	133953	103487
ft200	NA	47017	97318	66738	58113	48232	51922	33250	56149	53776	73572	71953	44498	10412	NA	NA	NA	11956	13745	NA	NA	11248	NA	8138	NA	17854	21880	NA	41869	NA	NA	23784	NA	36667	NA	36500	NA	15565	NA	23663	17341	NA	51408	15909	15315	NA	NA	14074	14750	NA	11872	23644	NA	NA	52998	NA	NA	NA	26445	49671	52083	46026	45152	39470	41671
ft240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10456	NA	NA	NA	NA	NA	15340	NA	NA	NA	14875	NA	NA	NA	NA	34282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21440	NA	7270	NA	NA	NA	NA	NA
ft202	9646	52613	274716	158305	120614	73558	233267	100239	95272	106943	204464	160246	74787	340507	276142	NA	197499	24827	19135	NA	30542	67135	39304	33399	NA	NA	35140	846623	371546	90211	497396	NA	125556	288201	393572	63364	NA	97233	190731	38634	NA	20393	48559	32095	33928	NA	38034	NA	41038	25874	62277	83867	NA	49062	134534	46328	41960	NA	52659	113430	125355	107439	120804	100564	120045
ft221	NA	NA	28202	18295	13467	NA	NA	NA	NA	NA	NA	NA	26753	NA	NA	37800	NA	NA	NA	23717	NA	31138	NA	NA	57334	48493	NA	83135	49869	NA	NA	46023	NA	NA	50268	NA	NA	NA	42946	NA	33701	19730	NA	NA	39348	20208	NA	50602	21767	NA	NA	41529	NA	NA	49178	27289	NA	29712	27863	NA	NA	20656	NA	NA	NA
ft197	NA	14394	19265	32747	23327	17023	67861	19936	38803	21707	22268	39629	18305	NA	38112	16093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8975
ft196	47925	44970	45443	40800	44636	47949	37917	38902	46612	NA	46268	NA	40659	43341	NA	NA	NA	41934	NA	NA	NA	43913	NA	44652	42098	41592	NA	46256	48463	NA	NA	42182	42580	39990	45998	47910	46447	42249	43456	NA	NA	NA	NA	45191	45288	50156	40418	47428	51518	NA	46885	45209	99867	42775	46479	42527	NA	NA	47261	NA	48403	47647	45008	NA	44766
ft222	NA	NA	15242	NA	20662	16894	NA	NA	NA	14701	NA	NA	NA	17156	17335	19394	NA	NA	18839	NA	NA	NA	NA	NA	NA	19227	NA	NA	NA	14744	15926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17846	NA	16463	NA	NA	NA	22806	NA	18386	NA	NA	NA	NA	NA
ft213	NA	NA	NA	NA	NA	NA	NA	NA	NA	34379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft212	NA	52658	55021	47192	50498	51073	47150	30618	53780	48664	60547	49093	48861	210314	38393	197704	103017	64083	62557	64897	52355	72513	NA	61596	56887	51777	61983	215357	72178	86561	174587	48402	61544	105492	51028	98045	NA	119749	51189	51078	51924	190538	89860	56865	56043	49953	49241	54096	51416	44811	50735	196239	NA	54119	70457	46996	54452	80141	68792	64787	65407	82885	63242	58954	56648
ft195	50060	27936	53832	42281	41032	30555	29334	39929	56117	NA	47006	43685	41729	31606	21342	52240	NA	283213	272001	280844	221446	410160	10880807	653618	NA	182439	187979	NA	42089	19209	30547	20481	NA	NA	15503	28884	NA	NA	21298	17759	40737	NA	42361	24669	19883	27265	21680	57250	295822	44684	36682	NA	NA	99496	209638	68999	236149	71856	248682	555210	517350	833582	593769	523613	429577
ft203	NA	15679	98992	37013	35688	NA	39950	23927	29155	34887	50663	37531	NA	191559	83374	NA	49025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	743034	280380	63945	165337	29897	19654	14636	14112	27952	NA	NA	NA	24234	NA	NA	21306	13354	NA	NA	16344	15005	20757	NA	NA	36679	NA	NA	NA	NA	NA	NA	NA	22659	39675	NA	NA	NA	17708
ft182	51382	88114	82284	76805	41467	58831	44754	NA	NA	56509	97224	57686	NA	43926	NA	41660	28803	31143	81296	72547	78211	38411	NA	59674	41535	NA	78281	67561	NA	35753	NA	44609	NA	NA	55103	68787	NA	41265	38536	NA	70101	39503	74081	35397	NA	68159	38243	84423	80075	NA	65922	40812	NA	NA	57444	NA	74778	77130	NA	NA	66546	49516	37337	NA	50746
ft239	NA	NA	NA	NA	NA	NA	NA	NA	24336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42537	NA	67359	50198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft208	NA	NA	123385	NA	NA	NA	NA	NA	59324	NA	117976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft190	108218	107287	NA	102000	104209	112677	98031	97726	117339	93750	96824	95895	100691	86389	110509	107934	56786	102184	109006	82277	98434	101180	70904	85629	82954	77443	110925	108679	106567	101426	87553	96703	93839	94801	90730	111057	111401	99657	99791	86454	107063	69667	110512	95064	104626	116019	96931	109279	93952	95010	108852	111661	86387	100643	96177	98267	119919	103955	106707	103173	113399	107732	108609	83206	105089
ft244	NA	NA	2709	NA	NA	NA	NA	NA	NA	1189	4176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft201	NA	115212	658348	225755	421079	64470	202020	105012	949208	316073	257597	263718	95275	25655	NA	59281	NA	NA	NA	NA	NA	NA	NA	NA	NA	16316	NA	NA	NA	NA	32959	NA	12485	NA	16333	8465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13447	NA	NA	18415	NA	NA	NA	NA	65993	76554	68708	72549	57357	73725
ft215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26150	NA	NA	NA	NA	18789	NA	NA	21103	NA	NA	15826	NA	15787	NA	NA	NA	NA	27499	NA	NA	NA	NA	NA	NA	NA	NA	19526	NA	NA	NA	27913	NA	NA	NA	NA	NA	NA	14205	NA	NA	NA	NA	NA	NA
ft214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16559	19294	NA	14350	NA	NA	23246	16630	16886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16129	NA	19797
ft187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13942	NA	NA	29196	11737	19012	NA	13244	31985	NA	92789	38817	21351	19424	29862	67827	12975	32189	73350	NA	21088	60270	28920	49951	71004	82859	NA	14654	80158	34122	NA	NA	34531	13842	NA	NA	15530	93698	14804	15349	18121	70476	NA	NA	22810	15725	22782	13464	37737	23868	26490	11314	20368	17235	16030
ft236	NA	NA	NA	NA	NA	4176	29443	NA	NA	NA	450966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	106853	NA	NA
ft186	314351	384573	359281	362436	350223	376285	355085	328593	437343	310371	409808	325835	342667	372220	453794	364619	166722	337606	352969	304947	362914	289098	277942	313123	282046	343551	365169	415408	428142	337737	374402	44064	320861	334936	387749	385198	NA	351200	366895	351766	390545	318109	396492	330050	325806	427299	345116	431271	392104	322818	372789	379747	290367	310848	399478	427161	401249	402198	310788	341111	369136	356416	355668	256870	338620
ft247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	106765	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft228	NA	68585	256977	88071	40174	33273	19012	18195	140140	45356	47534	38331	92423	8144	19855	9298	9955	5094	NA	13577	NA	NA	NA	35323	NA	NA	NA	NA	NA	16504	NA	NA	NA	NA	NA	NA	NA	22805	NA	NA	25897	NA	NA	6825	NA	NA	4235	17667	NA	NA	NA	NA	NA	NA	NA	NA	NA	26439	NA	103382	35018	14579	5668	6110	40062
ft232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9666	NA	NA	NA	NA	12049	NA	NA	17526	NA	NA	NA	10866	NA	NA	NA	NA	NA	NA	NA	8431	NA	55201	NA	NA	NA	NA	NA	NA	NA	NA	17789	12594	NA	15767	NA	NA	NA	20014	NA	NA	318359	NA	33629	NA	NA	NA	NA	NA	NA	NA	NA
ft191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10919	NA	NA	NA	NA	13953	NA	NA	NA	NA	NA	NA	NA	NA	NA	21456	NA	23359	NA	NA	NA	13982	NA	NA	17480	17046	NA	NA	NA	14199	NA	NA	NA	NA	NA	NA	NA	19524	NA	NA	NA	17095	NA	NA	NA	18506	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft251	NA	NA	NA	6503	8414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft249	NA	NA	91582	NA	NA	NA	NA	NA	NA	NA	NA	107219	NA	NA	NA	NA	62051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	219232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45321	NA	NA	NA	NA	NA	NA	NA	NA	NA
ft248	NA	36519	91223	183410	50546	189872	243171	146086	634848	120707	109124	118961	229147	71230	303599	106132	70813	94308	119294	237734	92084	147554	321156	209204	NA	26471	322337	138150	21176	507957	191643	23594	146772	134973	55239	162712	NA	229326	126169	128305	138047	246314	303365	108799	179464	217132	44980	27765	169111	51503	110629	154228	NA	129626	124024	68054	77290	291902	61749	146682	163752	168359	161148	134973	149869
